review,sentiment
"Easy ordering, fast shipping and much cheaper than at the store.  The coffee is fresh and Gloria Jeans hazelnut is my favorite with just enough flavoring for a very smooth taste.",Positive
"I bought a 3 bag pack, all 3 bags were sour tasting. I checked online and tried different brewing methods, and it all came out sour, last time i'm ever touching anything from this company.",Negative
"Plenty of time to use before exp. date.(close to a year give or take) The flavor is very mild and won't throw off the taste of your recipe's.<br /><br /> I usually keep it in the freezer to keep it fresh. Follow storage insturctions on package. It will start to get an strong flavor as it starts to go bad. (just like flax or any other perishable food) I noticed that once when leaving some in the frige too long. (a couple of months)<br /><br />Mostly I use it for a subsitiute for milk. Just add water and/or other ingredients and blend. Great for drinking, cooking, and making ""milk shakes"". Or you could just use it as a sprinkle on your salads.",Positive
"I find it curious that you can not find this k-cup on Van Houtte's website.  You can find the Raspberry Chocolate Truffle light but not this specific k-cup. Given some of the very negative reviews of this product,  perhaps it is a discontinued item or maybe it is not a Van Houtte product.",Negative
"I saved this hot drink for a time when I wanted a beverage after a large meal. When the time came, and I was in a kitchen with nothing but water to drink, I tried it. It tasted, mostly, as you might expect: a kick of ginger and tang of lemon.<br /><br />Then the ""honey"" kicks in. And by ""honey"" I mean that's what the Ingredients say--but they also list to of those -ose sugars. Result is an artificial taste. You could put ginger, honey, and lemon in hot water a million times and not come up with that artificial taste.<br /><br />Because of the aftertaste, I won't be buying any of this. It's ultimately gross.",Negative
"More salt, more fat, more calories than your off the self brand.  But much better tasting, doesn't have that harsh, saltiness; the noodles are incredible.",Positive
I love Keurig coffee and this is an excellent mix of flavors. Keurig coffee is so much better than regular coffee. I find myself a lot more awake in the mornings from these yummy and just bold enough flavors. :),Positive
"I was looking for a natural product. This syrup has 'artificial' flavors (in addition to natural flavors) and contains Red #40. It does not taste and smell like rose, but I felt it smelled like Unilever's Ponds face cream.",Negative
"This is without a doubt the best formula on the market and I wanted to be able to use it so badly but it just didn't work for us. On JUST this formula, no solids, we ended up in the ER with our 5 month old daughter who had screamed trying to pass a bm for so long she passed out. We thought she would surely even out but even with prune juice, pear juice and even trying Miralax - she still never could get over the terrible constipation. We went to Good Start Gentle and she's completely regular. If your baby can handle it, it's by far the healthiest available - but beware that it can cause serious constipation.",Negative
"THIS IS A GREAT PRODUCT FOR POPCORN, SOUP, PASTA AND MUCH MORE!! IT ADDS FLAVOR!! I WOULD RECOMEND THIS PRODUCT TO ANYONE!! ALSO TASTE GREAT ON VEGETABLES MY FAVORITES ARE THE WHITE CHEDDER AND SOUR CREAM AND CHIVES.",Positive
"Manufacturer claims 750,000 SHU. Magma, rated at 500,000 SHU is MUCH hotter. I am seriously let down. This stuff is good to spice up things that don't go well with pepper flavor. Beer and Soda are the two things that come to mind. If you're looking for something in the 750,000 SHU to 1,000,000 SHU range though, go elsewhere. If I had to guess, I'd put this hot sauce at 300,000 SHU at best.",Negative
"I started to give these RED --- did I mention that they're RED? ---<br />pistacios four (instead of five) stars BECAUSE they are RED... then,<br />it dawned on me: RED!?<br />I've not seen any RED pistacios since the 1950's. The only people<br />that prefer those RED, food dyed, nuts are nostalgic seniors that ac-<br />tually LIKE to see RED... and,<br />the -- horrible -- RED, food-dyed, f-i-n-g-e-r-s.<br />Imagine -- and I LOVE natural-colored pistachos -- someone with<br />pistacios in between their teeth.. with tiny -- fake -- RED particles!<br /><br />Er, knowing how UN-popular the colored ones are makes me wonder HOW<br />old they are. I'm 63. I'd guess these RED ones are about fifty! I'm<br />thinking they are left over from a W.T.GRANT'S warehouse shipment that<br />was lost at sea... from Turkey...<br /><br />Great pistacios -- from Turkey -- if they AREN'T red!<br /><br />Taking Wal*Mart into consideration, factoring in shipping, NORMAL-color-<br />red pistacios shouldn't cost more tha $8-a-pound, max, unless you're run-<br />ning for President or somethin'.<br /><br />I'll pass!<br /><br />RED ones should be half-price because who the hell wants RED fingers...<br />The Devil!",Negative
"This is some very delicious stuff.  Great by itself on toast.  I sent some to my mom and she said it disappeared in less than a week.  Very high end I would say, but definitely worth it.  Jars are smaller than I expected from looking at the picture.  But definitely will buy again.",Positive
"alright, not too strong. ok to drink but not sure about loosing weight cause i didn't drink it everyday so can't said anything about it.",Positive
This is the best hot chocolate I've ever had.  It's all my family drinks.  I give packets to people all the time to try and they always LOVE it.  BUT you have to mix it with milk to get the full deliciousness.  I'm never without a stash of this hot chocolate.  I buy it in volume because we drink so much.,Positive
"I loved the chips they were AWESOME!!! but that's just me. It arrived Earlyer than expected in the mail so that was even better, no crushed chips yay!",Positive
"I bought this for my lab thinking it would be a fun challenging toy for him, but he has never even touched it.  I put treats in it and he wouldn't go near this toy! I tried to give it to my mom's labs and they didn't want anything to do with it either.",Negative
"This item is way over priced.  Don't pay $1 / cup.  You can get it around $0.60 / cup anywhere else online.  If you are paying $1 / cup, you might as well go to Dunkin Donuts.",Negative
"OK, I have to admit these are REALLY yummy, and they don't have anything really yucky in them.  As a vegetarian family finding fruit snacks without gelatin (bovine source) is a tough job.  And finding them without any HFCS, artificial flavors, and artificial colors is even harder.  So, as far as taste and quality go these are great.<br /><br />However, they're REALLY EXPENSIVE!  My 4 year old could easily eat a box a day if I'd let him, and so could I truth be told.  At over $4 a box, that's pretty pricey for a quick snack that doesn't offer up any real nutrition. I know quality ingredients cost more, but jeez.  Maybe if they offered a bulk pack or something, reducing the price AND the packaging, it would bring down the cost a bit.",Positive
"I bought the 6 cans, expecting that there would be fruit that tastes like papayas in the cans. But there is no papaya taste to the fruit. The papaya chunks sit in pineapple juice, and the juice overwhelms all the papaya flavor. Then I tried to rinse the pineapple juice away, but it didn't work. It still tasted like soft, pulpy pineapple chunks, that were not very tasty or appetizing. Don't waste your money.",Negative
This is my favorite coffee. Not too bitter but still has that great coffee taste. If you haven't tried it you will love it. Good morning coffee blend.,Positive
"Love it, my 2nd order.  works everytime makes best pickles, got lots of thank yous when given as gifts, very well received",Positive
"Since June 2011, the price went from $15 for 6 cans to almost $30 for 6. That is a terrible price jump. I love the oatmeal but not at that price. I will find another, cheaper, place to purchase.",Negative
Tasty but you need to alter the amount of water and microwave times. You also need to add meat to it to make it more like Chinese take out.,Positive
I purchased packs of 12 o four different flavors of these breadsticks. I was very disappointed when I received them. Two of the four contained absolutely no protective packaging to prevent them from moving around or being crushed. One box was crushed severely on one end and as a result two of the boxes containing the breadsticks was also crushed. Some of these boxes contain little more than bread crumbs. I have opened several boxes and have yet to come across even one whole breadstick let alone a box with the entire amount whole.<br /><br />I wanted to use these for gifts at Christmas presented with a decorated container to set them in and homemade spaghetti sauce and salad dressing. I would not purchase these unless you want to use them for breading.,Negative
"I purchased flowers from ProFlower for a friend and they were horrible.  They arrived a day late, and the flowers looked awful.  You can get better flowers from the grocery store.",Negative
I wanted to buy a small separate jar of coconut oil for skin and hair care so I decided to try this one. I love it. It's unlike any other coconut oil I tried better. It's creamier and melts instantly unlike other coconut oils. I've been using it on my face and body. I honestly notice a difference in my skin.  It's looks clearer and feels more moisturized. I hope they never stop making and or selling it on Amazon. I will definitely buy again.,Positive
"This is the brand that Pampered Chef sells for an outrageous amount of money for a tiny amount. Cinnabon uses this type of cinnamon as well. This price is perfect, please don't raise it, and the flavor is phenomenal! My product arrived with an issue and the seller promptly (within 3 hours of sending my email to them) corrected it. I've never had service like that before from an internet purchase or otherwise. I will order again and try more of their products.<br /><br />I have Saigon cinnamon in my house that I'm finishing up and this is far more fragrant than the Saigon cinnamon or any other cinnamon I've ever tried. You won't regret buying this product or dealing with this seller.",Positive
"I think that this Liptons To Go Green Tea Mix tastes OK, but I prefer real tea. My wife likes this Lipton's Decaf Iced Green Tea Mix. She likes the mild strawberry flavor.<br /><br />But it is not as natural as Lipton advertises. Lipton's product info states, ""Lipton Tea & Honey ... is a low calorie iced tea mix you can feel good about simply because it's made with real ingredients ... blended with honey and strawberry and acai flavors ... Sweetened with honey, made from real tea leaves and real fruit flavors ... flavor with other natural flavor ... and no aspartame.""<br /><br />So what's there to not like about that? Well it's not all real ingredients and sweetened with just honey. The fine print discloses that it includes Sucralose (sweetener). Shane Ellison calls himself ""The People's Chemist"" and is the author of <a href=""http://www.amazon.com/gp/product/1402225059"">Over the Counter Natural Cures: Take Charge of Your Health in 30 Days with 10 Lifesaving Supplements for under $10</a>. Shane was a big pharma chemist who quit when he discovered that the drugs that he was creating for the big pharma companies were nothing more than toxins and the real cures were natural and didn't require a prescription. Shane says that artificial sweeteners like Sucralose (Splenda) have serious problems. Studies show that they lead to weight gain and even pre-diabetes. Artificial sweeteners ""disrupt the body's natural calorie counter"" and ""put the users at much higher risk for being obese and insulin resistant."" Shane says that Sucralose, 1,6-Dichloro-1,6-dideoxy-'-D-fructofuranosyl-4-chloro-4-deoxy-'-D-galactopyranoside, contains a historically deadly, nasty form of chlorine (RNFOC), which yields poisons such as insecticides, pesticides, and herbicides. ""An RNFOC can invade every nook and cranny of the body ... and may result in weakened immune function, irregular heartbeat, agitation, shortness of breath, skin rashes, headaches, liver and kidney damage, birth defects, and cancer. Hiding its origin, sucralose pushers assert that it is 'made from sugar'. Sucralose is as close to sugar as glass cleaner is to purified water. France recently banned such false advertising statements. The deceit has been ignored within the United States.""<br /><br />Why does the FDA allow this? Shane says science was sold out for profit. ""Just like chemists manipulate the properties of matter, Big Pharma manipulates studies using 'checkbook science.' This allows them to pay for the design and interpretation of clinical trials. Checkbook science isn't illegal by FDA standards. It's been going on for over 20 years. Known as the Bayh-Dole Act, US law was amended in 1980 to permit flagrant conflicts of interest, ones that allow the industry to design drug trials and hire experts to conjure up favorable results at will.""<br /><br />So if you want something natural, look for Shane Ellison's book and skip this Lipton's tea mix.",Negative
"I bought this beef jerky and received it a couple of days after on 1/6/11. Less than a month later, there was a lot of mold inside the unopened bag. The bag was still sealed, with an expiration date of 5/29/12. Needless to say: stay away from this product!!!!!!!",Negative
"Terrible, gritty, bland noodles that aren't anything near the consistency of wheat pasta. Under-spiced sauce with very little cheesy ""bite"". Pass on this one, and just use gluten-free cheese sauce packets on on a better pasta, such as Tinkyada's Brown Rice pasta or any other brand that actually tastes and feels like real pasta. This is a waste of money and a real let down from a company whose mac'n'cheese I really loved back when I ate gluten",Negative
If you want a strong coffee with no bitter after taste this is the coffee you want to try. It is finely ground enough I use less to make a pot of coffee. The price is very good and shipping was fast.,Positive
"The description for the item is wrong.<br />It does contain MSG - Monosodium Glutamate.<br />It also contains preservatives.<br />This item should not be called ""All Natural""",Negative
These are better than the Special K things. These actually taste like potato (because they are potato). I describe them as a mix between Munchos and O'Boises. Delicious.,Positive
Was so excited to find this at amazon since I had tasted this product and was impressed. It was good and tasty and it was soft. When I rec'd the 3 boxes I opened one and was really excited to experience the same foodgasm I had when I first got introduced to this fruit bar...first bite ...more a food nightmare since I have 3 boxes with 12 bars that I don't feel like consuming...it was stale and hard...What a waste.:(,Negative
"A very high quality coffee, at the price Amazon sold the coffee it was a real bargain.  I grind the coffee with a Baratza Virtuoso grinder and make cappucino using a Gaggia coffee deluxe machine.",Positive
"This product was so easy to work with.  On 6/23/12 I made a little over 100 flowers for wedding cupcakes, the following day I did the same using a different color of Satin Ice. The flowers of both fondants were firm, I stored them in an air tight container. On 7/2/12 I opened the container of flower made with the Fondarific and they were soft.  The flowers made from Satin Ice were perfect. I left the container of Fondarific flowers open over night to see if they would harden up again, they turned out ""gummy"", you know, like chewed gum, which is probably less sticky than this mess.  I am so dissappointed in this product.  Fortunately I made my flowers early, I have time to purchase Satin Ice and make 100 more flowers.  I do not recommend this product.",Negative
"I wanted to continue taking a superfood green mix however could not continue spending what I was so on another product, so I researched an alternative. My research led me to Amazing Grass Green Superfood. I love that it is organic and love that it has Maca in it as well. I find that it tastes best with OJ. I also had trouble mixing this to the point of zero clumps. I discovered the perfect way to enjoy this delicious addition to my day and I want to share it with all of you. First, put one scoop in your glass. Then, add just enough of your liquid, I suggest OJ, to cover the powder in the glass. Then, with a knife, stir the mixture so it makes somewhat of a ""wasabi/soy"" consistency. You want a pasty texture and make sure to mix around the edge of the glass with the knife. Then, pour the rest of your desired amount of liquid on top and mix once more. It ends of perfectly mixed with no clumps. I also want to add that I am a breastfeeding mom. This product does not contain parsley. Many of the other products do. While parsley has wonderful health benefits, I have read it is not recommended for breastfeeding mothers. I hope this is helpful and you should definitely buy this product.",Positive
"The powder does not dissolve very well.  For some reason, the Wild Berry powder dissolves nicely but not this orange flavor powder.",Negative
The title says it.  Some of the cookies arrived with the chocolate melted.  Others were stuck together or had the wafer separated and stuck to the chocolate top of the cookie below.  It appears that the box was a little overheated and banged around somewhere along the way here.  It was 65F here when the package was delivered.,Negative
"I am set on my favorite cereal now for as long as Amazon offers the subscribe and save deal, can't beat that.  I used to not eat Lucky Charms that often because my local grocery stores charge$6 a box for it.  So I get 3 boxes (same size) for almost the price of one), not sure how Amazon does it, but I love Amazon.",Positive
"Hate!!! the new cytomax with stevia.  If I wanted weird sweeteners like stevia, I could buy Hammer products, which I also despise.  You have lost my business cytomax, and I'm really bummed because you had one of the few products that didn't upset my stomach.",Negative
"I have an Akita.  No other treats have come anywhere close to these for inspiring this dog to do my bidding.  Really, they seem like they have doggy crack in them. Being so small, you don't have a mess to clean up with them crunching though a big treat.  They keep well (much better than the oil, which goes rancid), and are small enough bags to keep around several places.",Positive
"I know the product say these are for pill and capsules, but the are also great for liquids.  I have a minpin who would attack the dropper and I would bet that he wasn't getting anywhere near a full dose of his medication.  So I tried mixing it with food. Still a no go. Out of desperation I took the change that these would work, and they do.  You just need to make sure you leave enough space at the top to be able to seal them properly.  For me... 1 ml of fluid takes two capsule sized pill pockets.",Positive
"This rice milk is delicious. Not too sweet or watery, like some others. Rice Dream is light so you don't feel too full, as I have experienced after drinking other rice milks.",Positive
"I ordered the Original Beef Jerky, 3.25-Ounce Bags (Pack of 4) and I got it today. But after I opened the box I noticed that there are only 3 bags in the pack, and the pack is opened already. Very disappointed with this order! I have shopped through Amazon for many years, and this is the first time that appeared a problem.",Negative
"I first heard of Timmy's from Canadian contractor's I worked with telling me they sent the coffee to Afghanistan with them and they (Canadian Contingency) wouldn't be without it, which made me curious so I had some friends bring me some on their trip back from B.C. and now I get what all the fuss is about.  Considering that this is a canned ground coffee it beats all the others I have tried (whole bean included) I'm glad that Amazon carry's it, thanks Amazon.",Positive
"I ordered the product and thought I was getting the large size.  I called the shipper, no returned calls and I can't really use the item shipped as I needed the large item.<br /><br />How do I return, the shipper doesn't return the calls.  Not a happy customer of this product.",Negative
"I have a labrador retriever. He weighs 82 lbs. He loved the bone, but I made the mistake and allowed him to eat the bone in one sitting. It was too much of a shock to his digestive system.  The next morning he developed diarrhea. I' m not sure if the bone is the reason the diarrhea lasted so long, but to be causious I will not buy the bones again.  To be fare about the product, I bought three of the bones and the last one was the one associated with my dog's problem, but of course that last bone is the only one he eat in one sitting.  I believe the product would be best for larger dog's than mine, or for smaller dog if the owner regulator the amount of the bone that is eaten at each sitting .",Positive
I bought this tea at Dr. Oz advice and got the other teas too for weight loss............didn't work. really sorry i bought this but it is good as far as tea goes. I will not be buying this product again as it didn't do what i wanted it to  but it tastes like regular ice tea.,Positive
I love this protein powder. I mix it right in with my morning shake. Mixes well and I don't even taste it in there!,Positive
"didn't work and the instructions on the box are lacking.  I ended up calling a ""mole guy"" and the traps he brought out were different (looked like pinchers).  he said the ones I had were crap.  He showed me how to place the different traps;  you find the two ends of a recent tunnel, get two traps, dig up a section of the lawn at each end of the tunnel.  place the traps in the hole, sprinkle some loose potting soil over the trap, don't pack it in.  (he said don't use soil with rocks in it, since rocks will block the trap from closing and trapping the mole).  the mole comes through and tries to clear his tunnel, and whamo.  took about 48 hours for a trap to trigger.",Negative
I have been a tea drinker all of my life. When I bought my Keurig coffee maker I was delighted to learn that I could make tea also. At the time I needed to drink only Decaf and after trying a few different brands which are hard to find I ordered Twinings Decaf tea and was so happy to taste such a good cup of tea. It tasted so similar to the regular Twinings tea that you wouldn't it was decaf. I am a satisfied customer,Positive
"Living without gluten for over 15 years has meant living without a lot of ""normal treats"".  However, these cookies are not giving up ANYTHING.  In fact, other family members ask to eat from my stash of Simplebites.  I'm a permanent customer.",Positive
"I get these bars delivered to me at my office. They are delicious, easy to eat, fresh, and healthy! I'm definitely a repeat customer!",Positive
"My cat had a very bad reaction to these treats. He loved them, but they were like an extreme laxative. It took me a while to track down his problem. Maybe it was the chlorophyll, I don't know, but if your cat has a sensitive stomach, I'd be careful with these particular treats.",Negative
"As someone who likes coffee black at Starbucks and loves Americanos from Starbucks as well, the Tully Italian Roast will do very well for much less money.",Positive
"This hardly qualifies to be called food - it's tasteless, odorless and looks like piece of plastic.<br />For people used to eat canned, frozen and fast food this may work, not for me though.",Negative
"""New Recipe"" turns out to be an imitation of a bad dark chocolate. When I opened the package, I was not struck with the aroma of good bittersweet chocolate. When a piece hit my tongue, it conjured up memories of awful aftertastes of many bad milk and some dark chocolate. The nasty aftertaste never actually materialized. Still, Lindt should be worried.<br /><br />So I looked at the ingredients. First on the list is chocolate, some unknown, pre-made chocolate. Shouldn't the first ingredient be cocoa powder or cocoa something? Lindt started making chocolate in China some time ago. Are they churning out this ""New Recipe"" with ""Made-In-China"" chocolate, sugar, cocoa butter and so on? By the way, the 85% cocoa bar's ingredient list also starts with chocolate, followed by cocoa powder, sugar... At least it contains enough cocoa powder to fool me for a while. I suppose it could be worse: Lindt could have substituted partially hydrogenated junk for cocoa butter.<br /><br />I just bought Trader Joe's Swiss 72% cocoa Dark Chocolate for $1.99. It smells and tastes right for me. Its color is just a shade lighter than Lindt 70%. Ingredients: cocoa mass, sugar, cocoa butter, soy lecithin, Madagascar vanilla. I can see myself sticking with this one until something better shows up or returns.",Negative
I applaud the use of natural ingredients but that's where the applause stops... The smell is unbelievably bad ( Salmon) and my dog who is a treat nut is not too crazy about them either. Honestly they just smelled like rotting fish.,Negative
"<a href=""http://www.amazon.com/gp/product/B001ABOBL2"">MOCAFE Frappe Tahitian Vanilla Latte, Ice Blended Coffee, 3-Pound Tin</a>  This product will permit you to make delicious frozen drinks.  I use about 75% of one scoop of MOCAFE powder, a 12-16 oz cup of ice cubes, 6 - 8 oz. of iced coffee  and place the mix in a blender at lower speed for about 20 seconds and about 30 seconds at high speed.  If all the ice is not crushed, I stir the blender contents and then blend for another 20 to 30 seconds.  This produces a delicious drink every time.  For an even richer and smoother drink, add a scoop of vanilla ice ream in addition to the ice and blend.",Positive
not sure what to say just yet .the tree wasn't what i had expected it looked like they put a stick in the pot hacked it a little and sent it on its way . after 4 days the leaves all turned brown and limp . i am hopeing it is just a phase but i will wait it out and see. i have ordered many trees on amazon and all were great i just hope this one turns aroun,Negative
Refer to the picture I posted above.  The bar is half the size you think it is going to be...It is literally a two-bite bar.  Very deceptive advertising.  That and the fact that they are ridiculously expensive is the reason for the one star.  My 10 year old son ate one and didn't like them. I ate one and agreed as did my husband.  Couldn't give it away!  Everyone has different tastes but these are no tasty treat as far as I'm concerned.,Negative
"These were the sweetest tasting, icky, sticky fruit twisters.  My son is addicted to candies and I thought these would remind him of fruit roll ups.  Instead they are like thick twizzlers that are very sticky and sweet.  In fact, even my son said they were too sweet and he won't even taste the other flavors!",Negative
"I was not impressed with the flavor of any of these. As a matter of fact, I had one peach and the rest still sit on my counter rotting. While they seemed to brew nicely, the flavor in no way made up for the rest of it.",Negative
"Unusual and very tasty.  As you might expect, they taste like okra.  I wish they were a little less expensive, but I don't know of any alternative.",Positive
"I saw this in Bevmo when I was wandering around, and I thought it was interesting. How can black water NOT spike someones interest?<br /><br />I went back today to buy a bottle, just to test it out. After letting it sit in the fridge to get nice and cold, I closed my eyes and took a gulp. It was disgusting. It doesn't feel like water, it seems thicker, almost greasy going down. It tastes coppery like you have blood in your mouth. It smells like your hands do after you handle a large amount of change. Sure, it seems healthy and all, but the taste isn't something I'd be able to deal with. It's just gross.<br /><br />To each their own, though. Maybe someone else would like it.",Negative
"I bought this tea at my health food store because I thought it looked interesting. The name and the description really pulled me in, as well as the picture on the box. At first I was confused as to what the taste reminded me of, but then I realized it reminded me of pink Necco mints. I don't drink sugar in tea, but I think if I did and I had put some in this tea it would've made it overbearing. However, after drinking this tea once every day for a week or so, I'm finding it to be almost like a chore. I love the health benefits and this tea has actually helped me feel pretty good after drinking a cup, but the taste is becoming a bit overbearing. As I mentioned early in my review, the taste is reminiscent of pink Necco mints (minus the mint part, of course) but it can be hard for me to get through a cup of it because after awhile that Necco taste begins to remind me more and more of chalk. Yes, it definitely has a chalky flavor. I will still continue to drink this tea until the box is gone but I don't think I'll be buying any more of it unless it has some sort of miraculous effect on me later on down the box. Still, it was worth a try because it was nice at first.",Negative
"I am furious that I put in my first order for something other than books, dvds and cds from an Amazon based Seller, Nutricity, and they sent the wrong order.  And, it's not that it's just the wrong order, but the title/headline on the product and the order itself specifically said DECAF!! I needed and wanted and ordered DECAF and, DECAFFEINATED is printed on the cans of the Product I was SUPPOSED to get and ordered - and they STILL sent me the wrong product with Caffeine.  Unbelievable.",Negative
"I usually buy wheat berries in bulk but had no other choices yesterday and bought the only brand (Nature's Earthly Choice, packaged) carried in my local market. Not only is Nature's Earthly Choice about FIVE times as expensive as buying in bulk (even from the high-end national chain store), but Nature's Earthly Choice is also more expensive than virtually all other brands. And after cooking, Nature's Earthly Choice Wheat Berries looked awful - as if they'd been totally overcooked and every kernal had exploded. (Perhaps that's because they've been turned into a ""cooks in 15 minutes"" processed grain.) Cooking instructions on the package are almost non-existant -- no mention of medium or low flame, covered or uncovered, whether all the water was all supposed to be absorbed or what. The salad recipe on the package made it sound like there should've been no excess water, so after 20 minutes on an uncovered simmer I figured I was supposed to drain the berries. I know I'll end up feeling like I should apologize to fans (of my usual apple salad with wheat berries) about how it looks.  Very disappointing and a ripoff.",Negative
"This salt is just wonderful.  It has such a great truffle flavor and a higher truffle content than most salts.  I love adding this to some angel hair pasta tosses with Roland truffle oil and parmesan.  Pure bliss! This salt is amazing on just about anything except most cooked tomato dishes, the tomatoes have a tendency to cancel out truffle flavor.  Steaks, pasta, onions, butter, subs, cream sauces... the list goes on and on.<br />For the 2 star review, I can't imagine this salt sitting around for 9 months (not even two moths and I have more on the way) but due to the nature of flavoring with oils for this salt that is to be expected if it sits for the better part of a year, especially if in direct sunlight or heat.",Positive
i was expecting this product to be like the picture and come in a small beer stein mug but it was plain jars of mustard. the mustard is fine but the picture is deceiving and i was buying the product for the glass beer stein as a present. not was i wanted.,Negative
"My dog really seems to enjoy these, but the smell is absolutely awful.  We've had bully sticks from other manufacturers that didn't have a noticeable smell, but these smell like rotting fish--this is not an exaggeration.  We will not be purchasing these again when we run out.",Negative
My dogs love these bones.  I bought all sizes.  My jack russel loves the big ones and the small ones.  My 60 pound mutt loves the big ones. They are great.  They are able to digest them and able to enjoy the bones.  I bought so many of them.  Petsmart for some reason discontinued them I was so upset.  I was so happy to see them on Amazon for a great price. I highly recommend them.,Positive
I always enjoy Senseo's coffee and have tried Breakfast Blend before. Showhow these batch I received wasn't very good. Makes me think of the coffee I get from gas station... Although fresh out but tasteless.<br /><br />And Amazon doesn't allow return of these!,Negative
"The next time you are in Whole Foods, go to the salad bar and taste it. It is awesome",Positive
"Recently at work, we've been looking to cut costs and save money, and so the first thing to go was decent coffee.  The swill that they're serving now is an abomination to coffee, so I finally went out and bought a pack of these 50 Starbucks Via Italian Roast instant coffee.  Starbucks Via is pretty good, I mean, it's really good for instant coffee.  I am fortunate at work we have a hot-water maker thing that works well and gives you piping hot water, which dissolves this coffee dust in a matter of seconds... barely requiring a stir.<br /><br />THe coffee is strong and tastes similar to the Starbucks Italian Roast you might get from the store;  not the same, not as robust, not as ""burnt"" (something that I personally prefer), but still pretty damn good for instant coffee.<br /><br />Having irregular sleep patterns, this coffee has spared me the embarrassment of falling asleep in countless meetings.  It works, it tastes good, it holds cream well.  Only drawback is it leaves this muddy residue on the bottom of your cup.  But, that ain't all that bad.  It's not Sanka.",Positive
"I've ordered this item three times.  Lightly salted, right?  Three times I've gotten my order, and three times it's been wrong.  Very disappointing.<br /><br />The chips themselves are very tasty, though...just WAY too salty for me.",Negative
"I have a shep/akita mix, but I bought this more for my coonhound, who will eat ANYTHING.  Anything!  Especially if it's made out of food.  :)  I put the treats in the ball thing and she licked it a couple times and lost interest.  The problem with this toy is that it's hard for the dogs to get a grip on the thing.  The shape is putting them off.  She later tried to knaw on it with the side of her jaw, but got so little out of it (a taste but nothing to chew on or savor or act like a reward) that she lost interest - which is saying a lot, since again she will go to great lengths for the smallest crumb.<br /><br />Finally, I took the treats out of the ball and offered them to the dogs - instand results.  They are working away at them right now.  I think the lesson here is that this toy will only work well for dogs that enjoy chewing on hard objects that don't break into pieces easily if they do at all.  Some dogs love this!  Not mine, apparently.<br /><br />So if anyone wants to try it with their dogs, email me.  I have one, never been chewed!  Maybe your dog will like it more than mine.  Five bucks!  ;)",Negative
"I like my coffee somewhat strong, so maybe this is a bit unfair, but this seemed a bit too watered down (and I'm comparing this to other lighter-regular blend coffees I get on the street other than Starbuck$...). Since it is cheaper than some of the other Tassimo offerings out there and since it provides for a larger cup, I just assumed that it was nearly the same amount of coffee in the disc (as with the pricier offerings that yield less coffee...) and they were simply adding more water to the mix, however even  when I stopped the machine manually 1/2 way through the cycle, the coffee still seemed to have very little body/flavor(though it was less watered down).  Definitely not medium...more mild to light. Would not buy again.",Negative
"To be honest I'm not a huge Green Mountain Roasters fan, and I'm from VT so I've tried just about every flavor they've come up with at one point or another, but I love their Island Coconut, and it drives me crazy that their best flavor is only available during the summer...or at least from them. Amazon, however, seems to have it all the time, I suspect someone over there loves this flavor as much as I do. If you like coconut and coffee you have to try this one, it's like being on a tropical island.",Positive
"I decided at 12 months to supplement my breastmilk with what I thought was the cleaner formula option on the market.  Unfortunately, I didn't realize that the use of soy in this product could have a negative impact on my kiddo.  My 15 month old daughter developed a lump in her left breast during the time I was giving her this product.  I brought her to my ""green"" pediatrition and he suggested I take her off from soy to see what would happen.  The lump went away, as did this product from our home.  I started to supplement with goats milk and we have had no further issues.  I know that this won't be every person's experience but for parents who are trying to do their research, know that this can occur, organic or not.",Negative
"After an usually unpleasant cycle, I started drinking this tea daily.  I have one cup in the morning after breakfast and one or two in the afternoon or evening.  My last cycle was noticeably better!  This did not help at all with the pms mood swings or water retention (which is does not claim to do) but I did notice that my actual period was much more pleasant than it has been in a long time.  I also noticed that the ""flow"" itself was different, more consistent, fewer clots, etc.  I can best describe the whole experience by saying that it seemed very healthy and what I would expect my ""ideal"" cycle to be like (except for the pms!).  Overall, I was very pleasantly surprised.<br /><br />This tea is delicious and I would drink it even if I saw no benefit.  Its slightly sweet with a hint of mint and an undertone of raspberry leaf flavor.  Very complex and delicious.  I love this tea!  Very nice product!",Positive
I have had the pineapple and strawberry Aloe Vera King and they are much better tasting.  The banana is ok but the flavor tastes a bit medicated.  I didn't hate it but wouldn't buy it again.,Negative
